50163474922	0
52017585783	0
52450056867	0
53339750916	0
53551922033	0
53619955320	0
53638691892	0
54251346869	0
54258709390	0
54430565806	0
54698954836	0
54734777415	0
54939046130	0
55015675586	0
55196028624	0
55405240846	0
55478364443	0
55537652461	0
55635834764	0
55968591274	0
56106555125	0
56461314095	0
56499858753	0
56830463638	0
56841780728	0
57002586218	0
57647976711	0
57707627647	0
57821948677	0
57832418594	0
57946942948	0
57974207745	0
57992875811	0
58005383301	0
58874522110	0
58910436461	0
59123564489	0
59393478972	1
59476626909	0
60006331122	0
48748461775	0
49767617259	0
49995291816	0
52280679988	0
53093334428	0
53209788493	0
54699838121	0
55456606099	0
55568259370	0
56003856004	0
56512706541	0
56959396977	0
57203135044	0
57244668391	0
57370516143	0
57877850815	1
57882269211	0
57920000172	0
57969577285	0
58012608220	0
58112089691	0
58865663220	0
59031726263	0
59725329168	0
59818696913	0
46864658725	0
50224202797	0
50332077199	0
50360672606	0
51021445099	0
51086122161	0
51163215811	0
51449284780	0
52912916273	0
53619178285	0
54508865945	0
54517634179	0
54776387099	0
55712274896	0
55998354920	0
56069740311	0
56894724626	0
56959078305	0
57099662973	0
57141710265	0
57316239758	0
57349108141	0
57825201491	0
57921083637	0
57995349821	0
58024278362	0
58032054368	0
58634655019	0
58690330834	0
58882106180	0
58887179906	0
59166079559	0
59420621748	0
59423986625	0
59461903207	0
59658215104	0
59717959506	0
59805080733	0
59830913528	0
59883248463	0
49827675775	0
50319842512	0
51616779706	0
51851004767	0
52508145744	0
52685419950	0
52723292068	0
52891004947	0
53237388085	0
53427213921	0
54129417337	0
54131371644	0
54146766421	0
54175515247	0
54506888446	0
54618782047	1
54954515432	0
55077795726	0
55408122084	0
55418103845	1
55494432193	0
55865991961	0
57190490356	0
57349677502	0
57817173812	0
57938845252	0
57940385250	0
58184756727	0
58221979289	0
58310170402	0
58566906577	0
58572979068	0
59156538788	0
59325431253	0
59326913559	0
59373153241	0
59730539947	0
59814462995	0
59822631883	0
59962707670	0
60029043184	0
47490072720	0
48834627233	0
50764230113	0
51050366660	1
51137460967	0
51907044239	0
52107459611	0
52229085179	0
52270442588	0
52472023639	0
53161184017	0
53213475115	0
53338999477	0
53675402313	0
53989890208	0
54032675483	0
54630458194	0
54696145171	0
54701326423	0
54927628661	0
54953286826	0
55107089104	0
55485687287	0
55519172988	0
55970124842	0
56087812667	0
56207325623	0
56394839628	0
56518398526	0
56761280583	0
56858882647	0
56859173031	0
57156457054	0
57746811267	0
58209498321	0
58564358360	0
58923361238	0
58932551166	0
58940143052	0
58978302621	0
59027077331	0
59086923559	0
59427025181	0
59858048958	0
40057001258	0
48542249331	0
49968838283	0
51043215445	0
51965041899	0
52719778379	0
53114953889	0
53151181840	0
53253255022	0
53545995985	0
53675088515	0
54647561529	1
54940819852	0
55007529123	0
55091573457	0
55150259646	0
55297039592	0
55493061224	0
55559661697	0
55819478871	0
55829067087	0
55852965671	1
56741765138	0
56855673041	0
57699274053	0
57711897601	0
57935592811	0
57972557304	0
58249404549	0
58755487234	0
58858053285	0
59060335898	0
59362667433	0
59659522616	0
46911300410	0
48708088139	0
49293786781	0
50272847638	0
50791565917	0
51877155496	0
52212437095	0
52900309979	0
52900541607	0
53095106474	0
54108986738	0
54118695550	0
54262769575	0
54305720549	0
54464720078	0
54705018963	0
54837724957	0
54912299967	1
54982413802	0
55505877412	0
55634053890	0
56278722020	0
56289883092	0
56440702041	0
56743811091	0
56810171158	0
57764020539	0
57816475610	0
58854878101	0
59015643531	0
59078883898	0
59264529917	0
59309399558	0
59425444804	0
59519452532	0
59684305872	0
59685983848	0
59853329619	0
59874006040	0
47724906831	0
50993499171	0
51663808713	0
51970010142	0
52780175850	0
52912023320	0
53680017418	0
53754171889	0
53991592763	0
54155880479	0
54167792096	0
54182873505	0
54491711634	0
54894882628	0
54902072012	0
54954709813	0
55002873655	0
55484500441	0
55542115985	0
55604608470	0
55743120887	0
56065229384	0
56746054494	0
57313701239	0
57746148231	0
57791033278	0
57982588718	0
58019600069	0
58110486107	1
58708876803	0
58869231838	0
58958428595	0
58977438283	0
59010253687	0
59073613944	0
59545463726	0
59760908195	0
59854505855	0
59872400104	0
59974653833	0
41475354862	0
42968190224	0
44741719411	0
51092951241	0
51980518547	0
52327102485	0
53150477332	0
53163728345	0
53741185613	0
53784338604	0
54576386741	0
54745580796	0
54836017435	0
55080925087	0
55340666084	1
55365378585	0
55445956791	0
55823662838	0
56147638022	0
56803042046	0
56859166827	0
56984259791	1
57061219780	0
57248619326	0
57255107372	0
57360691486	0
57391091644	0
57411270154	0
57570602619	0
57753358486	0
58102155441	0
58516341060	0
58749996028	0
58761750200	0
58829739684	0
59085694885	0
59133845988	0
59214423887	0
59362667372	0
59369850476	0
59426268718	0
59512660397	0
59650859670	0
59699708936	0
59810692533	0
59818583479	0
47868853774	0
51034196659	0
51517372514	0
52806956546	0
53473330312	0
53552656193	0
53991906825	0
54255369599	0
54502467639	0
55151137815	0
55153822532	0
55399914928	0
55408349214	0
55508787230	0
56014246734	0
56084998835	0
56702583256	1
56816887331	0
56847521815	0
56873852342	0
57154444560	0
57202994587	0
57207362743	0
57242644424	0
57308774949	0
57707829854	0
57711469697	0
57916511150	0
58039555819	0
58042351401	0
58454541036	0
58737889411	0
58868373103	0
58924268711	0
58937365759	0
59069175266	0
59151991484	0
59209332579	0
59420982315	0
59768158626	0
59941671591	1
60095570080	0
30740402644	0
39785442747	0
46651719417	0
51092363692	0
51138360283	0
52025875084	0
53999670661	0
54103336478	0
54109210819	0
54521886884	0
54587681690	0
55037618827	0
55255531349	0
55420174354	0
55607865889	0
55683654648	0
55977113014	0
56306915778	0
56915683782	0
56981648023	0
57443934701	0
58029731157	0
58034419388	0
58079940053	0
58106511436	0
58136807087	0
58224865563	0
58244374269	0
58428052186	0
58860334441	0
59110346534	0
59304191271	0
59318646087	0
59779745411	0
45805975117	0
46838792365	0
48482091442	0
52230423250	0
53673702851	0
53870381986	0
54429695990	0
54583327709	0
54893844850	0
54955007319	0
55072990050	0
55211446372	0
55887370183	0
55938297821	0
55969492301	0
56016353614	0
56327683846	0
56331174176	1
56339576471	0
56466396316	0
56884534951	0
57141756160	0
58913580548	0
59088809795	0
59270975270	0
59329635709	0
59357688279	1
47350600227	0
53082654499	0
53788763698	0
53977208484	0
54001082124	0
54188555785	0
54499836477	0
55006357185	0
55079482601	0
55131923276	0
55434850790	0
55874423825	0
55875881334	0
56479860185	0
56522894077	0
56744290661	0
56983120012	0
57432526693	0
57699216966	0
57815758317	0
57821686260	0
58026452850	0
58106622753	0
58418114463	0
58731435090	0
58802189291	0
58963736172	0
59141960539	0
59321133510	0
59324728431	0
59698281200	0
59773930836	0
60055760291	0
49825239044	0
50933013314	0
51654349134	0
51987773856	0
52445228924	0
52936180649	0
53295649182	0
53336999841	0
53811534550	0
53939555948	0
54127037259	0
54318815616	0
55024323746	0
55133074025	0
55313559409	0
55557215046	0
55614070302	0
55635906425	0
56087487611	0
56279294606	0
56688604628	0
56694951880	0
56745193549	0
56746350760	0
56752337225	0
56804864442	0
56845083310	0
56970810254	0
57078389461	0
57349699760	0
57779070646	0
57949175119	0
58115202513	0
58891363324	0
59147745296	0
59237138646	0
59323672399	0
59454313145	0
59471894712	0
59471947648	0
59804556423	0
59815567257	0
59868060450	0
59933799243	0
49753631910	0
51191373799	0
51692639858	0
52913825537	0
53055036661	0
53151273142	0
53167296865	1
53660875734	0
54163830822	0
54254335078	0
54283237608	0
54774358094	0
55101287450	0
55215999889	0
55542817160	0
55636048870	0
55639349274	0
56455760136	0
56515832132	0
56712823442	0
56802469348	0
56804622742	0
56815926835	0
56907879082	0
57156138697	0
57205371739	0
57248594503	0
57642347685	0
57762677455	0
57865363947	0
57890935762	0
57930172678	0
57940579773	0
58037373688	0
58044042576	0
58046204302	0
58745357520	0
58865484062	0
58923512261	0
58974756498	0
58977367585	0
59135466481	0
59135897689	0
59394576447	0
59659624259	0
59711739874	0
59851756272	0
41335402403	0
50722672003	0
51092557730	0
51499152356	0
53339107327	0
53355752631	0
53399788461	0
53747041644	0
54038684921	0
54465328733	0
54759538938	0
54889810911	0
54958860484	0
55090039352	0
55138296079	0
55490312446	0
55623487676	0
56451573345	0
56509626406	0
56688362522	0
56863565829	0
56970910138	0
57255045959	0
57256919121	0
